geometry,operating_temp_C,ambient_temp_C,insulation_mm,material,lambda_WmK,heat_flux_bare_Wm2,heat_flux_insulated_Wm2,heat_loss_reduction_pct,surface_temp_C,touch_safety_ISO13732_1
flat,450,30,0,none,,4200.0,4200.0,0.0,450,burn risk (>60C)
flat,450,30,25,mineral wool (wired),0.074,4200.0,959.3,77.2,125.9,burn risk (>60C)
flat,450,30,50,mineral wool (wired),0.074,4200.0,541.5,87.1,84.1,burn risk (>60C)
flat,450,30,75,mineral wool (wired),0.074,4200.0,377.2,91.0,67.7,burn risk (>60C)
flat,450,30,100,mineral wool (wired),0.074,4200.0,289.4,93.1,58.9,caution (brief touch)
flat,450,30,125,mineral wool (wired),0.074,4200.0,234.7,94.4,53.5,caution (brief touch)
flat,450,30,150,mineral wool (wired),0.074,4200.0,197.5,95.3,49.7,"short-contact only (~1 s, bare metal)"
flat,500,0,0,none,,5000.0,5000.0,0.0,500,burn risk (>60C)
flat,500,0,25,mineral wool (wired),0.0765,5000.0,1171.5,76.6,117.2,burn risk (>60C)
flat,500,0,50,mineral wool (wired),0.0765,5000.0,663.5,86.7,66.3,burn risk (>60C)
flat,500,0,75,mineral wool (wired),0.0765,5000.0,462.8,90.7,46.3,"short-contact only (~1 s, bare metal)"
flat,500,0,100,mineral wool (wired),0.0765,5000.0,355.3,92.9,35.5,"safe (prolonged contact, <=45C)"
flat,500,0,125,mineral wool (wired),0.0765,5000.0,288.4,94.2,28.8,"safe (prolonged contact, <=45C)"
flat,500,0,150,mineral wool (wired),0.0765,5000.0,242.6,95.1,24.3,"safe (prolonged contact, <=45C)"
flat,500,10,0,none,,4900.0,4900.0,0.0,500,burn risk (>60C)
flat,500,10,25,mineral wool (wired),0.0777,4900.0,1162.4,76.3,126.2,burn risk (>60C)
flat,500,10,50,mineral wool (wired),0.0777,4900.0,659.4,86.5,75.9,burn risk (>60C)
flat,500,10,75,mineral wool (wired),0.0777,4900.0,460.3,90.6,56.0,caution (brief touch)
flat,500,10,100,mineral wool (wired),0.0777,4900.0,353.5,92.8,45.3,"short-contact only (~1 s, bare metal)"
flat,500,10,125,mineral wool (wired),0.0777,4900.0,286.9,94.1,38.7,"safe (prolonged contact, <=45C)"
flat,500,10,150,mineral wool (wired),0.0777,4900.0,241.5,95.1,34.1,"safe (prolonged contact, <=45C)"
flat,500,20,0,none,,4800.0,4800.0,0.0,500,burn risk (>60C)
flat,500,20,25,mineral wool (wired),0.079,4800.0,1152.6,76.0,135.3,burn risk (>60C)
flat,500,20,50,mineral wool (wired),0.079,4800.0,654.9,86.4,85.5,burn risk (>60C)
flat,500,20,75,mineral wool (wired),0.079,4800.0,457.4,90.5,65.7,burn risk (>60C)
flat,500,20,100,mineral wool (wired),0.079,4800.0,351.4,92.7,55.1,caution (brief touch)
flat,500,20,125,mineral wool (wired),0.079,4800.0,285.3,94.1,48.5,"short-contact only (~1 s, bare metal)"
flat,500,20,150,mineral wool (wired),0.079,4800.0,240.2,95.0,44.0,"safe (prolonged contact, <=45C)"
flat,500,30,0,none,,4700.0,4700.0,0.0,500,burn risk (>60C)
flat,500,30,25,mineral wool (wired),0.0803,4700.0,1142.1,75.7,144.2,burn risk (>60C)
flat,500,30,50,mineral wool (wired),0.0803,4700.0,650.0,86.2,95.0,burn risk (>60C)
flat,500,30,75,mineral wool (wired),0.0803,4700.0,454.3,90.3,75.4,burn risk (>60C)
flat,500,30,100,mineral wool (wired),0.0803,4700.0,349.2,92.6,64.9,burn risk (>60C)
flat,500,30,125,mineral wool (wired),0.0803,4700.0,283.5,94.0,58.4,caution (brief touch)
flat,500,30,150,mineral wool (wired),0.0803,4700.0,238.7,94.9,53.9,caution (brief touch)
flat,550,0,0,none,,5500.0,5500.0,0.0,550,burn risk (>60C)
flat,550,0,25,mineral wool (wired),0.0827,5500.0,1367.8,75.1,136.8,burn risk (>60C)
flat,550,0,50,mineral wool (wired),0.0827,5500.0,781.0,85.8,78.1,burn risk (>60C)
flat,550,0,75,mineral wool (wired),0.0827,5500.0,546.5,90.1,54.7,caution (brief touch)
flat,550,0,100,mineral wool (wired),0.0827,5500.0,420.3,92.4,42.0,"safe (prolonged contact, <=45C)"
flat,550,0,125,mineral wool (wired),0.0827,5500.0,341.5,93.8,34.1,"safe (prolonged contact, <=45C)"
flat,550,0,150,mineral wool (wired),0.0827,5500.0,287.6,94.8,28.8,"safe (prolonged contact, <=45C)"
flat,550,10,0,none,,5400.0,5400.0,0.0,550,burn risk (>60C)
flat,550,10,25,mineral wool (wired),0.084,5400.0,1358.1,74.9,145.8,burn risk (>60C)
flat,550,10,50,mineral wool (wired),0.084,5400.0,776.7,85.6,87.7,burn risk (>60C)
flat,550,10,75,mineral wool (wired),0.084,5400.0,543.9,89.9,64.4,burn risk (>60C)
flat,550,10,100,mineral wool (wired),0.084,5400.0,418.5,92.3,51.8,caution (brief touch)
flat,550,10,125,mineral wool (wired),0.084,5400.0,340.0,93.7,44.0,"safe (prolonged contact, <=45C)"
flat,550,10,150,mineral wool (wired),0.084,5400.0,286.4,94.7,38.6,"safe (prolonged contact, <=45C)"
flat,550,20,0,none,,5300.0,5300.0,0.0,550,burn risk (>60C)
flat,550,20,25,mineral wool (wired),0.0852,5300.0,1347.7,74.6,154.8,burn risk (>60C)
flat,550,20,50,mineral wool (wired),0.0852,5300.0,772.0,85.4,97.2,burn risk (>60C)
flat,550,20,75,mineral wool (wired),0.0852,5300.0,540.9,89.8,74.1,burn risk (>60C)
flat,550,20,100,mineral wool (wired),0.0852,5300.0,416.3,92.1,61.6,burn risk (>60C)
flat,550,20,125,mineral wool (wired),0.0852,5300.0,338.4,93.6,53.8,caution (brief touch)
flat,550,20,150,mineral wool (wired),0.0852,5300.0,285.0,94.6,48.5,"short-contact only (~1 s, bare metal)"
flat,550,30,0,none,,5200.0,5200.0,0.0,550,burn risk (>60C)
flat,550,30,25,mineral wool (wired),0.0865,5200.0,1336.7,74.3,163.7,burn risk (>60C)
flat,550,30,50,mineral wool (wired),0.0865,5200.0,766.9,85.3,106.7,burn risk (>60C)
flat,550,30,75,mineral wool (wired),0.0865,5200.0,537.7,89.7,83.8,burn risk (>60C)
flat,550,30,100,mineral wool (wired),0.0865,5200.0,414.0,92.0,71.4,burn risk (>60C)
flat,550,30,125,mineral wool (wired),0.0865,5200.0,336.6,93.5,63.7,burn risk (>60C)
flat,550,30,150,mineral wool (wired),0.0865,5200.0,283.5,94.5,58.4,caution (brief touch)
flat,600,0,0,none,,6000.0,6000.0,0.0,600,burn risk (>60C)
flat,600,0,25,mineral wool (wired),0.089,6000.0,1575.2,73.7,157.5,burn risk (>60C)
flat,600,0,50,mineral wool (wired),0.089,6000.0,906.6,84.9,90.7,burn risk (>60C)
flat,600,0,75,mineral wool (wired),0.089,6000.0,636.5,89.4,63.6,burn risk (>60C)
flat,600,0,100,mineral wool (wired),0.089,6000.0,490.4,91.8,49.0,"short-contact only (~1 s, bare metal)"
flat,600,0,125,mineral wool (wired),0.089,6000.0,398.8,93.4,39.9,"safe (prolonged contact, <=45C)"
flat,600,0,150,mineral wool (wired),0.089,6000.0,336.1,94.4,33.6,"safe (prolonged contact, <=45C)"
flat,600,10,0,none,,5900.0,5900.0,0.0,600,burn risk (>60C)
flat,600,10,25,mineral wool (wired),0.0906,5900.0,1569.4,73.4,166.9,burn risk (>60C)
flat,600,10,50,mineral wool (wired),0.0906,5900.0,905.1,84.7,100.5,burn risk (>60C)
flat,600,10,75,mineral wool (wired),0.0906,5900.0,635.9,89.2,73.6,burn risk (>60C)
flat,600,10,100,mineral wool (wired),0.0906,5900.0,490.1,91.7,59.0,caution (brief touch)
flat,600,10,125,mineral wool (wired),0.0906,5900.0,398.7,93.2,49.9,"short-contact only (~1 s, bare metal)"
flat,600,10,150,mineral wool (wired),0.0906,5900.0,336.1,94.3,43.6,"safe (prolonged contact, <=45C)"
flat,600,20,0,none,,5800.0,5800.0,0.0,600,burn risk (>60C)
flat,600,20,25,mineral wool (wired),0.0922,5800.0,1562.7,73.1,176.3,burn risk (>60C)
flat,600,20,50,mineral wool (wired),0.0922,5800.0,903.0,84.4,110.3,burn risk (>60C)
flat,600,20,75,mineral wool (wired),0.0922,5800.0,635.0,89.1,83.5,burn risk (>60C)
flat,600,20,100,mineral wool (wired),0.0922,5800.0,489.6,91.6,69.0,burn risk (>60C)
flat,600,20,125,mineral wool (wired),0.0922,5800.0,398.4,93.1,59.8,caution (brief touch)
flat,600,20,150,mineral wool (wired),0.0922,5800.0,335.9,94.2,53.6,caution (brief touch)
flat,600,30,0,none,,5700.0,5700.0,0.0,600,burn risk (>60C)
flat,600,30,25,mineral wool (wired),0.0938,5700.0,1555.1,72.7,185.5,burn risk (>60C)
flat,600,30,50,mineral wool (wired),0.0938,5700.0,900.4,84.2,120.0,burn risk (>60C)
flat,600,30,75,mineral wool (wired),0.0938,5700.0,633.6,88.9,93.4,burn risk (>60C)
flat,600,30,100,mineral wool (wired),0.0938,5700.0,488.8,91.4,78.9,burn risk (>60C)
flat,600,30,125,mineral wool (wired),0.0938,5700.0,397.9,93.0,69.8,burn risk (>60C)
flat,600,30,150,mineral wool (wired),0.0938,5700.0,335.5,94.1,63.5,burn risk (>60C)
cylindrical,50,0,0,none,,500.0,500.0,0.0,50,"short-contact only (~1 s, bare metal)"
cylindrical,50,0,25,mineral wool (lamella),0.0414,500.0,60.9,87.8,6.1,"safe (prolonged contact, <=45C)"
cylindrical,50,0,50,mineral wool (lamella),0.0414,500.0,28.9,94.2,2.9,"safe (prolonged contact, <=45C)"
cylindrical,50,0,75,mineral wool (lamella),0.0414,500.0,18.0,96.4,1.8,"safe (prolonged contact, <=45C)"
cylindrical,50,0,100,mineral wool (lamella),0.0414,500.0,12.7,97.5,1.3,"safe (prolonged contact, <=45C)"
cylindrical,50,0,125,mineral wool (lamella),0.0414,500.0,9.6,98.1,1.0,"safe (prolonged contact, <=45C)"
cylindrical,50,0,150,mineral wool (lamella),0.0414,500.0,7.6,98.5,0.8,"safe (prolonged contact, <=45C)"
cylindrical,50,10,0,none,,400.0,400.0,0.0,50,"short-contact only (~1 s, bare metal)"
cylindrical,50,10,25,mineral wool (lamella),0.0425,400.0,49.9,87.5,15.0,"safe (prolonged contact, <=45C)"
cylindrical,50,10,50,mineral wool (lamella),0.0425,400.0,23.7,94.1,12.4,"safe (prolonged contact, <=45C)"
cylindrical,50,10,75,mineral wool (lamella),0.0425,400.0,14.8,96.3,11.5,"safe (prolonged contact, <=45C)"
cylindrical,50,10,100,mineral wool (lamella),0.0425,400.0,10.4,97.4,11.0,"safe (prolonged contact, <=45C)"
cylindrical,50,10,125,mineral wool (lamella),0.0425,400.0,7.9,98.0,10.8,"safe (prolonged contact, <=45C)"
cylindrical,50,10,150,mineral wool (lamella),0.0425,400.0,6.3,98.4,10.6,"safe (prolonged contact, <=45C)"
cylindrical,50,20,0,none,,300.0,300.0,0.0,50,"short-contact only (~1 s, bare metal)"
cylindrical,50,20,25,mineral wool (lamella),0.0436,300.0,38.3,87.2,23.8,"safe (prolonged contact, <=45C)"
cylindrical,50,20,50,mineral wool (lamella),0.0436,300.0,18.2,93.9,21.8,"safe (prolonged contact, <=45C)"
cylindrical,50,20,75,mineral wool (lamella),0.0436,300.0,11.4,96.2,21.1,"safe (prolonged contact, <=45C)"
cylindrical,50,20,100,mineral wool (lamella),0.0436,300.0,8.0,97.3,20.8,"safe (prolonged contact, <=45C)"
cylindrical,50,20,125,mineral wool (lamella),0.0436,300.0,6.1,98.0,20.6,"safe (prolonged contact, <=45C)"
cylindrical,50,20,150,mineral wool (lamella),0.0436,300.0,4.8,98.4,20.5,"safe (prolonged contact, <=45C)"
cylindrical,50,30,0,none,,200.0,200.0,0.0,50,"short-contact only (~1 s, bare metal)"
cylindrical,50,30,25,mineral wool (lamella),0.0447,200.0,26.1,87.0,32.6,"safe (prolonged contact, <=45C)"
cylindrical,50,30,50,mineral wool (lamella),0.0447,200.0,12.5,93.8,31.2,"safe (prolonged contact, <=45C)"
cylindrical,50,30,75,mineral wool (lamella),0.0447,200.0,7.8,96.1,30.8,"safe (prolonged contact, <=45C)"
cylindrical,50,30,100,mineral wool (lamella),0.0447,200.0,5.5,97.3,30.5,"safe (prolonged contact, <=45C)"
cylindrical,50,30,125,mineral wool (lamella),0.0447,200.0,4.1,97.9,30.4,"safe (prolonged contact, <=45C)"
cylindrical,50,30,150,mineral wool (lamella),0.0447,200.0,3.3,98.4,30.3,"safe (prolonged contact, <=45C)"
cylindrical,100,0,0,none,,1000.0,1000.0,0.0,100,burn risk (>60C)
cylindrical,100,0,25,mineral wool (lamella),0.047,1000.0,136.1,86.4,13.6,"safe (prolonged contact, <=45C)"
cylindrical,100,0,50,mineral wool (lamella),0.047,1000.0,65.2,93.5,6.5,"safe (prolonged contact, <=45C)"
cylindrical,100,0,75,mineral wool (lamella),0.047,1000.0,40.7,95.9,4.1,"safe (prolonged contact, <=45C)"
cylindrical,100,0,100,mineral wool (lamella),0.047,1000.0,28.7,97.1,2.9,"safe (prolonged contact, <=45C)"
cylindrical,100,0,125,mineral wool (lamella),0.047,1000.0,21.8,97.8,2.2,"safe (prolonged contact, <=45C)"
cylindrical,100,0,150,mineral wool (lamella),0.047,1000.0,17.3,98.3,1.7,"safe (prolonged contact, <=45C)"
cylindrical,100,10,0,none,,900.0,900.0,0.0,100,burn risk (>60C)
cylindrical,100,10,25,mineral wool (lamella),0.0482,900.0,125.2,86.1,22.5,"safe (prolonged contact, <=45C)"
cylindrical,100,10,50,mineral wool (lamella),0.0482,900.0,60.1,93.3,16.0,"safe (prolonged contact, <=45C)"
cylindrical,100,10,75,mineral wool (lamella),0.0482,900.0,37.5,95.8,13.8,"safe (prolonged contact, <=45C)"
cylindrical,100,10,100,mineral wool (lamella),0.0482,900.0,26.5,97.1,12.6,"safe (prolonged contact, <=45C)"
cylindrical,100,10,125,mineral wool (lamella),0.0482,900.0,20.1,97.8,12.0,"safe (prolonged contact, <=45C)"
cylindrical,100,10,150,mineral wool (lamella),0.0482,900.0,16.0,98.2,11.6,"safe (prolonged contact, <=45C)"
cylindrical,100,20,0,none,,800.0,800.0,0.0,100,burn risk (>60C)
cylindrical,100,20,25,mineral wool (lamella),0.0494,800.0,113.7,85.8,31.4,"safe (prolonged contact, <=45C)"
cylindrical,100,20,50,mineral wool (lamella),0.0494,800.0,54.6,93.2,25.5,"safe (prolonged contact, <=45C)"
cylindrical,100,20,75,mineral wool (lamella),0.0494,800.0,34.1,95.7,23.4,"safe (prolonged contact, <=45C)"
cylindrical,100,20,100,mineral wool (lamella),0.0494,800.0,24.1,97.0,22.4,"safe (prolonged contact, <=45C)"
cylindrical,100,20,125,mineral wool (lamella),0.0494,800.0,18.3,97.7,21.8,"safe (prolonged contact, <=45C)"
cylindrical,100,20,150,mineral wool (lamella),0.0494,800.0,14.5,98.2,21.5,"safe (prolonged contact, <=45C)"
cylindrical,100,30,0,none,,700.0,700.0,0.0,100,burn risk (>60C)
cylindrical,100,30,25,mineral wool (lamella),0.0506,700.0,101.5,85.5,40.2,"safe (prolonged contact, <=45C)"
cylindrical,100,30,50,mineral wool (lamella),0.0506,700.0,48.9,93.0,34.9,"safe (prolonged contact, <=45C)"
cylindrical,100,30,75,mineral wool (lamella),0.0506,700.0,30.6,95.6,33.1,"safe (prolonged contact, <=45C)"
cylindrical,100,30,100,mineral wool (lamella),0.0506,700.0,21.6,96.9,32.2,"safe (prolonged contact, <=45C)"
cylindrical,100,30,125,mineral wool (lamella),0.0506,700.0,16.4,97.7,31.6,"safe (prolonged contact, <=45C)"
cylindrical,100,30,150,mineral wool (lamella),0.0506,700.0,13.0,98.1,31.3,"safe (prolonged contact, <=45C)"
cylindrical,150,0,0,none,,1500.0,1500.0,0.0,150,burn risk (>60C)
cylindrical,150,0,25,mineral wool (lamella),0.053,1500.0,226.4,84.9,22.6,"safe (prolonged contact, <=45C)"
cylindrical,150,0,50,mineral wool (lamella),0.053,1500.0,109.4,92.7,10.9,"safe (prolonged contact, <=45C)"
cylindrical,150,0,75,mineral wool (lamella),0.053,1500.0,68.4,95.4,6.8,"safe (prolonged contact, <=45C)"
cylindrical,150,0,100,mineral wool (lamella),0.053,1500.0,48.4,96.8,4.8,"safe (prolonged contact, <=45C)"
cylindrical,150,0,125,mineral wool (lamella),0.053,1500.0,36.7,97.6,3.7,"safe (prolonged contact, <=45C)"
cylindrical,150,0,150,mineral wool (lamella),0.053,1500.0,29.2,98.1,2.9,"safe (prolonged contact, <=45C)"
cylindrical,150,10,0,none,,1400.0,1400.0,0.0,150,burn risk (>60C)
cylindrical,150,10,25,mineral wool (lamella),0.0542,1400.0,215.3,84.6,31.5,"safe (prolonged contact, <=45C)"
cylindrical,150,10,50,mineral wool (lamella),0.0542,1400.0,104.2,92.6,20.4,"safe (prolonged contact, <=45C)"
cylindrical,150,10,75,mineral wool (lamella),0.0542,1400.0,65.3,95.3,16.5,"safe (prolonged contact, <=45C)"
cylindrical,150,10,100,mineral wool (lamella),0.0542,1400.0,46.1,96.7,14.6,"safe (prolonged contact, <=45C)"
cylindrical,150,10,125,mineral wool (lamella),0.0542,1400.0,35.0,97.5,13.5,"safe (prolonged contact, <=45C)"
cylindrical,150,10,150,mineral wool (lamella),0.0542,1400.0,27.9,98.0,12.8,"safe (prolonged contact, <=45C)"
cylindrical,150,20,0,none,,1300.0,1300.0,0.0,150,burn risk (>60C)
cylindrical,150,20,25,mineral wool (lamella),0.0554,1300.0,203.7,84.3,40.4,"safe (prolonged contact, <=45C)"
cylindrical,150,20,50,mineral wool (lamella),0.0554,1300.0,98.8,92.4,29.9,"safe (prolonged contact, <=45C)"
cylindrical,150,20,75,mineral wool (lamella),0.0554,1300.0,61.9,95.2,26.2,"safe (prolonged contact, <=45C)"
cylindrical,150,20,100,mineral wool (lamella),0.0554,1300.0,43.8,96.6,24.4,"safe (prolonged contact, <=45C)"
cylindrical,150,20,125,mineral wool (lamella),0.0554,1300.0,33.2,97.4,23.3,"safe (prolonged contact, <=45C)"
cylindrical,150,20,150,mineral wool (lamella),0.0554,1300.0,26.4,98.0,22.6,"safe (prolonged contact, <=45C)"
cylindrical,150,30,0,none,,1200.0,1200.0,0.0,150,burn risk (>60C)
cylindrical,150,30,25,mineral wool (lamella),0.0566,1200.0,191.4,84.0,49.1,"short-contact only (~1 s, bare metal)"
cylindrical,150,30,50,mineral wool (lamella),0.0566,1200.0,93.0,92.3,39.3,"safe (prolonged contact, <=45C)"
cylindrical,150,30,75,mineral wool (lamella),0.0566,1200.0,58.3,95.1,35.8,"safe (prolonged contact, <=45C)"
cylindrical,150,30,100,mineral wool (lamella),0.0566,1200.0,41.2,96.6,34.1,"safe (prolonged contact, <=45C)"
cylindrical,150,30,125,mineral wool (lamella),0.0566,1200.0,31.3,97.4,33.1,"safe (prolonged contact, <=45C)"
cylindrical,150,30,150,mineral wool (lamella),0.0566,1200.0,24.9,97.9,32.5,"safe (prolonged contact, <=45C)"
cylindrical,200,0,0,none,,2000.0,2000.0,0.0,200,burn risk (>60C)
cylindrical,200,0,25,mineral wool (lamella),0.059,2000.0,330.3,83.5,33.0,"safe (prolonged contact, <=45C)"
cylindrical,200,0,50,mineral wool (lamella),0.059,2000.0,161.0,91.9,16.1,"safe (prolonged contact, <=45C)"
cylindrical,200,0,75,mineral wool (lamella),0.059,2000.0,101.1,94.9,10.1,"safe (prolonged contact, <=45C)"
cylindrical,200,0,100,mineral wool (lamella),0.059,2000.0,71.5,96.4,7.2,"safe (prolonged contact, <=45C)"
cylindrical,200,0,125,mineral wool (lamella),0.059,2000.0,54.3,97.3,5.4,"safe (prolonged contact, <=45C)"
cylindrical,200,0,150,mineral wool (lamella),0.059,2000.0,43.2,97.8,4.3,"safe (prolonged contact, <=45C)"
cylindrical,200,10,0,none,,1900.0,1900.0,0.0,200,burn risk (>60C)
cylindrical,200,10,25,mineral wool (lamella),0.0605,1900.0,320.5,83.1,42.0,"safe (prolonged contact, <=45C)"
cylindrical,200,10,50,mineral wool (lamella),0.0605,1900.0,156.5,91.8,25.7,"safe (prolonged contact, <=45C)"
cylindrical,200,10,75,mineral wool (lamella),0.0605,1900.0,98.3,94.8,19.8,"safe (prolonged contact, <=45C)"
cylindrical,200,10,100,mineral wool (lamella),0.0605,1900.0,69.6,96.3,17.0,"safe (prolonged contact, <=45C)"
cylindrical,200,10,125,mineral wool (lamella),0.0605,1900.0,52.9,97.2,15.3,"safe (prolonged contact, <=45C)"
cylindrical,200,10,150,mineral wool (lamella),0.0605,1900.0,42.1,97.8,14.2,"safe (prolonged contact, <=45C)"
cylindrical,200,20,0,none,,1800.0,1800.0,0.0,200,burn risk (>60C)
cylindrical,200,20,25,mineral wool (lamella),0.062,1800.0,309.8,82.8,51.0,"short-contact only (~1 s, bare metal)"
cylindrical,200,20,50,mineral wool (lamella),0.062,1800.0,151.7,91.6,35.2,"safe (prolonged contact, <=45C)"
cylindrical,200,20,75,mineral wool (lamella),0.062,1800.0,95.3,94.7,29.5,"safe (prolonged contact, <=45C)"
cylindrical,200,20,100,mineral wool (lamella),0.062,1800.0,67.5,96.2,26.8,"safe (prolonged contact, <=45C)"
cylindrical,200,20,125,mineral wool (lamella),0.062,1800.0,51.3,97.1,25.1,"safe (prolonged contact, <=45C)"
cylindrical,200,20,150,mineral wool (lamella),0.062,1800.0,40.9,97.7,24.1,"safe (prolonged contact, <=45C)"
cylindrical,200,30,0,none,,1700.0,1700.0,0.0,200,burn risk (>60C)
cylindrical,200,30,25,mineral wool (lamella),0.0635,1700.0,298.4,82.4,59.8,caution (brief touch)
cylindrical,200,30,50,mineral wool (lamella),0.0635,1700.0,146.4,91.4,44.6,"safe (prolonged contact, <=45C)"
cylindrical,200,30,75,mineral wool (lamella),0.0635,1700.0,92.1,94.6,39.2,"safe (prolonged contact, <=45C)"
cylindrical,200,30,100,mineral wool (lamella),0.0635,1700.0,65.3,96.2,36.5,"safe (prolonged contact, <=45C)"
cylindrical,200,30,125,mineral wool (lamella),0.0635,1700.0,49.6,97.1,35.0,"safe (prolonged contact, <=45C)"
cylindrical,200,30,150,mineral wool (lamella),0.0635,1700.0,39.5,97.7,33.9,"safe (prolonged contact, <=45C)"
cylindrical,250,0,0,none,,2500.0,2500.0,0.0,250,burn risk (>60C)
cylindrical,250,0,25,mineral wool (lamella),0.0665,2500.0,455.8,81.8,45.6,"short-contact only (~1 s, bare metal)"
cylindrical,250,0,50,mineral wool (lamella),0.0665,2500.0,224.6,91.0,22.5,"safe (prolonged contact, <=45C)"
cylindrical,250,0,75,mineral wool (lamella),0.0665,2500.0,141.5,94.3,14.1,"safe (prolonged contact, <=45C)"
cylindrical,250,0,100,mineral wool (lamella),0.0665,2500.0,100.3,96.0,10.0,"safe (prolonged contact, <=45C)"
cylindrical,250,0,125,mineral wool (lamella),0.0665,2500.0,76.3,96.9,7.6,"safe (prolonged contact, <=45C)"
cylindrical,250,0,150,mineral wool (lamella),0.0665,2500.0,60.8,97.6,6.1,"safe (prolonged contact, <=45C)"
cylindrical,250,10,0,none,,2400.0,2400.0,0.0,250,burn risk (>60C)
cylindrical,250,10,25,mineral wool (lamella),0.068,2400.0,445.6,81.4,54.6,caution (brief touch)
cylindrical,250,10,50,mineral wool (lamella),0.068,2400.0,220.0,90.8,32.0,"safe (prolonged contact, <=45C)"
cylindrical,250,10,75,mineral wool (lamella),0.068,2400.0,138.7,94.2,23.9,"safe (prolonged contact, <=45C)"
cylindrical,250,10,100,mineral wool (lamella),0.068,2400.0,98.4,95.9,19.8,"safe (prolonged contact, <=45C)"
cylindrical,250,10,125,mineral wool (lamella),0.068,2400.0,74.8,96.9,17.5,"safe (prolonged contact, <=45C)"
cylindrical,250,10,150,mineral wool (lamella),0.068,2400.0,59.6,97.5,16.0,"safe (prolonged contact, <=45C)"
cylindrical,250,20,0,none,,2300.0,2300.0,0.0,250,burn risk (>60C)
cylindrical,250,20,25,mineral wool (lamella),0.0695,2300.0,434.7,81.1,63.5,burn risk (>60C)
cylindrical,250,20,50,mineral wool (lamella),0.0695,2300.0,215.0,90.7,41.5,"safe (prolonged contact, <=45C)"
cylindrical,250,20,75,mineral wool (lamella),0.0695,2300.0,135.7,94.1,33.6,"safe (prolonged contact, <=45C)"
cylindrical,250,20,100,mineral wool (lamella),0.0695,2300.0,96.3,95.8,29.6,"safe (prolonged contact, <=45C)"
cylindrical,250,20,125,mineral wool (lamella),0.0695,2300.0,73.2,96.8,27.3,"safe (prolonged contact, <=45C)"
cylindrical,250,20,150,mineral wool (lamella),0.0695,2300.0,58.4,97.5,25.8,"safe (prolonged contact, <=45C)"
cylindrical,250,30,0,none,,2200.0,2200.0,0.0,250,burn risk (>60C)
cylindrical,250,30,25,mineral wool (lamella),0.071,2200.0,423.1,80.8,72.3,burn risk (>60C)
cylindrical,250,30,50,mineral wool (lamella),0.071,2200.0,209.7,90.5,51.0,"short-contact only (~1 s, bare metal)"
cylindrical,250,30,75,mineral wool (lamella),0.071,2200.0,132.4,94.0,43.2,"safe (prolonged contact, <=45C)"
cylindrical,250,30,100,mineral wool (lamella),0.071,2200.0,94.0,95.7,39.4,"safe (prolonged contact, <=45C)"
cylindrical,250,30,125,mineral wool (lamella),0.071,2200.0,71.5,96.7,37.2,"safe (prolonged contact, <=45C)"
cylindrical,250,30,150,mineral wool (lamella),0.071,2200.0,57.0,97.4,35.7,"safe (prolonged contact, <=45C)"
cylindrical,300,0,0,none,,3000.0,3000.0,0.0,300,burn risk (>60C)
cylindrical,300,0,25,mineral wool (wired),0.055,3000.0,467.1,84.4,46.7,"short-contact only (~1 s, bare metal)"
cylindrical,300,0,50,mineral wool (wired),0.055,3000.0,226.4,92.5,22.6,"safe (prolonged contact, <=45C)"
cylindrical,300,0,75,mineral wool (wired),0.055,3000.0,141.8,95.3,14.2,"safe (prolonged contact, <=45C)"
cylindrical,300,0,100,mineral wool (wired),0.055,3000.0,100.3,96.7,10.0,"safe (prolonged contact, <=45C)"
cylindrical,300,0,125,mineral wool (wired),0.055,3000.0,76.1,97.5,7.6,"safe (prolonged contact, <=45C)"
cylindrical,300,0,150,mineral wool (wired),0.055,3000.0,60.6,98.0,6.1,"safe (prolonged contact, <=45C)"
cylindrical,300,10,0,none,,2900.0,2900.0,0.0,300,burn risk (>60C)
cylindrical,300,10,25,mineral wool (wired),0.0559,2900.0,457.8,84.2,55.8,caution (brief touch)
cylindrical,300,10,50,mineral wool (wired),0.0559,2900.0,222.1,92.3,32.2,"safe (prolonged contact, <=45C)"
cylindrical,300,10,75,mineral wool (wired),0.0559,2900.0,139.2,95.2,23.9,"safe (prolonged contact, <=45C)"
cylindrical,300,10,100,mineral wool (wired),0.0559,2900.0,98.5,96.6,19.8,"safe (prolonged contact, <=45C)"
cylindrical,300,10,125,mineral wool (wired),0.0559,2900.0,74.7,97.4,17.5,"safe (prolonged contact, <=45C)"
cylindrical,300,10,150,mineral wool (wired),0.0559,2900.0,59.5,97.9,15.9,"safe (prolonged contact, <=45C)"
cylindrical,300,20,0,none,,2800.0,2800.0,0.0,300,burn risk (>60C)
cylindrical,300,20,25,mineral wool (wired),0.0568,2800.0,448.0,84.0,64.8,burn risk (>60C)
cylindrical,300,20,50,mineral wool (wired),0.0568,2800.0,217.7,92.2,41.8,"safe (prolonged contact, <=45C)"
cylindrical,300,20,75,mineral wool (wired),0.0568,2800.0,136.5,95.1,33.6,"safe (prolonged contact, <=45C)"
cylindrical,300,20,100,mineral wool (wired),0.0568,2800.0,96.5,96.6,29.7,"safe (prolonged contact, <=45C)"
cylindrical,300,20,125,mineral wool (wired),0.0568,2800.0,73.3,97.4,27.3,"safe (prolonged contact, <=45C)"
